avg_monthly_income,income_stability,savings_ratio,expense_to_income_ratio,essential_expense_ratio,cash_flow_volatility,overdraft_frequency,transaction_regularity,credit_score
84289.92198676206,0.7582631959290226,0.23842291660690415,0.3988564803612046,0.29907682136465397,1.296513908155644,0.18450886620558637,0.4990361729040813,642
190882.14668583448,0.02458691645880151,0.0501983221933557,0.6996141917876333,0.2564285100743653,0.34477272421033245,0.06775843678037702,0.931535049155262,634
150418.87923510995,0.022123551528997254,0.2867402264266624,0.4296892487683266,0.9275436029487012,1.7447891267096298,0.2591998133165326,0.5833329099885175,628
125751.81957645177,0.32361021914954125,0.2178522465443755,0.49505014418052545,0.35210301305496455,1.226232478138483,0.05630461467461034,0.5383841868964332,614
43863.448481850755,0.48864319040466575,0.4739844478145065,0.45309686022650825,0.8570001236477636,0.3144077671139085,0.4669937092563086,0.4544827329553567,683
43858.98626219749,0.7704074178077932,0.42404547461688324,0.4279864459081719,0.6357046968857087,1.9246761149624136,0.091789813677573,0.20928776153011985,659
25745.4682511169,0.6832953766065052,0.255215609738278,0.8779976660924669,0.2622852156870157,1.0367309266706413,0.12638292997558204,0.0037196608180591895,531
175242.586968363,0.44590270637674834,0.15252478797849306,0.4999952973626232,0.9643585531504539,0.14579690374331,0.20331826344248521,0.24150622685606127,718
126206.27717249363,0.2736266662816659,0.6916251763089143,0.9489866473051145,0.39756893359351403,1.2536658088301345,0.1915822342795629,0.5097231716035652,624
145993.4268922684,0.9971245001577111,0.3178011348372804,0.9789485677416336,0.8877162762820852,0.5063978140256205,0.3973314461989445,0.37995995225975254,706
18808.131444723454,0.42618130223597295,0.4817919650461659,0.6998823289559681,0.3350480046276514,1.607386903754605,0.22815841027548117,0.4484852280026338,572
194433.32264996896,0.4513870243296755,0.09838707730485254,0.40010078586600845,0.8831543057134823,1.6356441471323813,0.08538413000166845,0.9806482195640496,711
169001.88854807802,0.16362382119166918,0.33991278976157846,0.5621837703657069,0.2105830503242352,1.9578947117093237,0.13360494774303705,0.3502723706693276,602
54282.73547548109,0.7948095487499294,0.01927570390862584,0.8584125843437498,0.6094243652555846,1.0037390620490074,0.254556692593761,0.4521829393601079,563
48637.61893331361,0.6936822257814886,0.35381858253731496,0.5571735100879494,0.8155540635372456,0.9099137594554743,0.07372695871306745,0.13351555135281956,643
48929.834322885254,0.2207696127887604,0.6748121849823916,0.3609120528119521,0.9478364139942268,1.5069512108929612,0.30582783782300704,0.04795773243698764,631
71284.81494751447,0.0823810456158427,0.26894469909006014,0.6897494376497315,0.9273617089651898,0.2649413126838531,0.28287365327557296,0.7754095145924946,635
112079.939851964,0.6804993020747131,0.02729720880243811,0.8915845960472244,0.8556998956381159,1.0938310275862484,0.35735115819112884,0.5706831750719786,590
94909.82844879142,0.6545112142811352,0.021669053643540468,0.8571484710004516,0.9105530797290433,1.0924952002617019,0.46885230768968383,0.760704806043895,586
68877.39093663776,0.2732595269982093,0.27159073196280864,0.42258619809124726,0.3593757486696612,0.17894624562077444,0.45612728055057783,0.14986279888655163,605
128192.7855236402,0.9508635622504104,0.11201745552423582,0.7709352300887267,0.427347436569383,0.8359681710138271,0.47303780903441567,0.5718287711826909,633
40806.36422062774,0.15105789178090023,0.016346467429730137,0.454352984404953,0.4311748199368468,1.706569597134404,0.12235779851185047,0.25364247434137555,507
69046.75997901536,0.4323348010426019,0.5293495297651237,0.45274527418652055,0.5016431448013591,1.7123072439893205,0.06578265331967731,0.22806181690001992,639
82776.94100933296,0.9436159201675989,0.32096610621732347,0.9118502413136296,0.514656536308151,0.198475329839362,0.15113835024822425,0.011526014052985256,675
99372.94708015164,0.4197273169261223,0.20247134038085815,0.4747682669181611,0.6356442597237404,0.1814417654956617,0.4475425863831573,0.1303407235690719,639
160257.55285770752,0.6385259476640855,0.6300582281115364,0.4842731425626078,0.3279038106931531,0.5253909540038706,0.4860267373117441,0.30926811149969535,720
51939.64969929655,0.3975943979627943,0.08129727214036792,0.3004573735329097,0.7529973310287914,1.749532125107987,0.429662475535238,0.11687876059093905,554
110133.37110651814,0.27421520234867003,0.6691431802687234,0.9094683238878623,0.3340532314436052,0.2578051701469979,0.0550088605637718,0.9858584404109375,712
124596.69523947786,0.9839776479598282,0.21977670216414696,0.8548163692463941,0.44824678568363807,1.4399936052548925,0.4737139990298966,0.30863264852395067,615
23593.32635319958,0.409334006315043,0.6218825706160768,0.7391302545634746,0.6026761044849233,0.20233123922620644,0.211679013675393,0.13032394670232816,651
127395.7976017661,0.8940992036791344,0.42206001353562306,0.8251860347571895,0.8371524492187818,1.2462757074956508,0.0046551453811768395,0.19908231282795774,694
